ID,林道名,関係市町村,証拠種別,証拠区分,資料名,URL,照合方法,照合信頼度,本文直接確認,確認属性,抜粋,確認日
NGN-000130,鳥城線,阿智村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000131,小河内川線,天龍村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=463m） | R11～R11,2026-07-16
NGN-000131,小河内川線,天龍村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000132,外山線,根羽村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=214m） | R11～R11,2026-07-16
NGN-000132,外山線,根羽村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000133,極楽峠線,下條村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=204m） | R7～R7,2026-07-16
NGN-000133,極楽峠線,下條村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000133,極楽峠線,下條村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112754871,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | tracktype,,2026-07-16
NGN-000134,大島氏乗線,喬木村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=236m） | R11～R11,2026-07-16
NGN-000134,大島氏乗線,喬木村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000134,大島氏乗線,喬木村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112927668,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000135,大島虻川線,豊丘村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=78m） | 点検診断・保全整備（保全整備L=15m） | R10～R10 | R8～R8,2026-07-16
NGN-000135,大島虻川線,豊丘村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000135,大島虻川線,豊丘村,municipal-forest-plan,official,豊丘村森林整備計画,https://www.vill.nagano-toyooka.lg.jp/10sangyou/03ringyou/tuika.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,"区分位置路線名延長及び箇所数利用区域面積うち前半5年分対図番号備考開設(新設)自動車道林道23林班イ大野1,00060〃自動車道林道25林班イ日向山400204○〃自動車道林道12林班ハ月の木1,00056拡張(改良)自動車道林道23林班ロ大島虻川100(10)813局部改良法面保全〃自動車道林道98林班ニ虻川2,950(10)440○法面保全〃自動車道林道66林班ハ間沢川100(5)64○局部改良法面保全〃自動車道林道89林班イ本谷20(2)640○局部改良局部改良(橋)法面保全拡張(舗装)自動車道林道98林班ニ虻川2,95044033イ細部路網の維持管理細部",2026-07-16
NGN-000136,郷士沢線,豊丘村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=11m） | R10～R10,2026-07-16
NGN-000136,郷士沢線,豊丘村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000137,大畑線,上松町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（保全整備L=18m） | 点検診断・保全整備（点検診断L=226m） | R7～R7,2026-07-16
NGN-000137,大畑線,上松町,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000138,川向梛野線,南木曽町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=745m） | 点検診断・保全整備（点検診断L=188m） | R7～R7 | R11～R11,2026-07-16
NGN-000138,川向梛野線,南木曽町,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000139,長根線,南木曽町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=160m） | R10～R10,2026-07-16
NGN-000139,長根線,南木曽町,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000140,洞ノ沢線,木曽町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=132m） | R7～R7,2026-07-16
NGN-000140,洞ノ沢線,木曽町,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000141,東又線,木曽町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（保全整備L=5m） | R8～R8,2026-07-16
NGN-000141,東又線,木曽町,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000142,小曽部線,塩尻市,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（保全整備L=7m） | R7～R7,2026-07-16
NGN-000142,小曽部線,塩尻市,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000143,栃平線,筑北村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=86m） | R7～R7,2026-07-16
NGN-000143,栃平線,筑北村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000144,上和桐山線,小川村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=28m） | R7～R7,2026-07-16
NGN-000144,上和桐山線,小川村,existing-official,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000145,0713作業分林道,上田市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/705331477,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面 | access,,2026-07-16
NGN-000146,1000m林道,御代田町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/146323241,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000147,104林班林道,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/148796164,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000148,N-path,諏訪市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1527827522,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面 | tracktype | access,,2026-07-16
NGN-000149,いわなばし,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112948562,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000150,うぐい川治山運搬路,王滝村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/775831864,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面 | tracktype | access,,2026-07-16
NGN-000151,うぐい川第３床固,王滝村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/775831866,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | access,,2026-07-16
NGN-000152,うその口林道,佐久穂町,municipal-forest-plan,official,佐久穂町森林整備計画 変更計画書,https://www.town.sakuho.nagano.jp/2026/04/16/%E4%BD%90%E4%B9%85%E7%A9%82%E7%94%BA%E6%A3%AE%E6%9E%97%E6%95%B4%E5%82%99%E8%A8%88%E7%94%BB%E5%A4%89%E6%9B%B4%E8%A8%88%E7%94%BB%E6%9B%B8%EF%BC%88R8.4.1%E5%A4%89%E6%9B%B4%EF%BC%89.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,は、令和6年9月1日現在。(出典:「長野県民有林の現況(令和6年)第9表市町村別・制限林の種類別・面積表」)6地域の取り組み状況自治会と林業業者の連携による森林整備(大日向地区、余地区、上区、花岡区、大石区、八郡区、八郡共有林組合、下畑区、うその口区、崎田区等)を促進しています。また、佐久穂小学校では、キャリア教育の一環として森林林業体験学習を行い、次代を担う子供たちが森林づくりや木材利用の重要性等を理解できるよう活動を行っています。(3)森林・林業の課題1人工林等の更新について5当町の森林は間伐が進んでおり、最終間伐を終えた林分が増えています。町有林に関しては,2026-07-16
NGN-000152,うその口林道,佐久穂町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/170284945,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000153,からまつ沢林道,茅野市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142211565,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000154,林道くるみ沢線,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142438190,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000155,こまゆみ林道,筑北村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/143917944,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000156,さむい沢林道,,national-forest-plan,official,千曲川上流国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-183.pdf,国有林計画の長い路線名完全一致・OSM位置あり・同名候補一意,exact-name-positioned,はい,行政計画 | 整備種別 | 整備延長,さむい沢 / 資料ページ 10,2026-07-16
NGN-000156,さむい沢林道,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127839164,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000157,林道しなの入東山線,南牧村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/167558801,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000158,林道そうり東線,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127839240,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000159,林道そうり西線,南牧村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127839471,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000160,ふたりの径,松本市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/787837375,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000161,ふるさと林道 大芝線,北相木村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127839181,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000162,ふるさと林道 大鰭線,北相木村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/628309988,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000163,ふれあいの郷（北白樺）林道,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142434045,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000164,林道ほどがい線,上田市,municipal-forest-plan,official,上田市森林整備計画,https://www.city.ueda.nagano.jp/uploaded/attachment/69710.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,"改良)自動車道林道真田町長大柏木線200365法面真田町長土屋線1,660148局部武石余里和田武石線125542〇橋梁、法面武石上本入茂沢線850187法面、交通武石上本入内の山線10196法面武石上本入武石唐沢線247172法面武石余里ほどがい線50136法面武石余里親岳線5092法面計38路線14,802拡張(舗装)自動車道林道小泉硯沢線2,480198〇上室賀平芝線59026殿城赤坂線600224殿城岩清水線2,600185古安曽湯の窪線900145富士山宮林線1,997137野倉中道線40787古安曽虚空蔵線900268小泉半過線49730〇東内殿入線",2026-07-16
NGN-000164,林道ほどがい線,上田市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/158611701,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000165,林道まきば線,南牧村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1526888760,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000166,やまめばし,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112949014,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000167,林道よもぎこば線,松本市,municipal-forest-plan,official,松本市森林整備計画,https://www.city.matsumoto.nagano.jp/uploaded/attachment/126368.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,道林道内田鉢伏30041局部改良法面保全拡張(改良)自動車道林道入山辺桧沢500244局部改良法面保全拡張(改良)自動車道林道里山辺高遠300728法面保全拡張(改良)自動車道林道中山栗の木400204法面保全拡張(改良)自動車道林道入山辺よもぎこば400366法面保全拡張(改良)自動車道林道岡田日陰40091局部改良法面保全拡張(改良)自動車道林道四賀太ノ田800304局部改良法面保全拡張(改良)自動車道林道四賀花川原350170局部改良法面保全48拡張(改良)自動車道林道四賀虚空蔵550119局部改良法面保全拡張(改良)自動車道林道四賀菅ノ田14045局部改良,2026-07-16
NGN-000167,林道よもぎこば線,松本市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/150275600,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000168,林道より沢線,北相木村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127837292,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000169,アフキヤ沢林道,木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/124959050,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000170,ウォーキング上蔵コース,大鹿村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1289275378,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | tracktype,,2026-07-16
NGN-000171,ウグイ川支線林道,王滝村,national-forest-plan,official,木曽谷国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-1.pdf,国有林計画の路線名完全一致・計画区域で一意,exact-plan-area,はい,行政計画 | 整備種別 | 整備延長,ウグイ川支線 / 資料ページ 13,2026-07-16
NGN-000171,ウグイ川支線林道,王滝村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112764894,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000172,ウルイ沢林道,上松町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1208915781,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000173,カベ沢林道,木祖村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/124957776,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000174,カモシカコース,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/163523347,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000175,林道カンバ平線,小谷村,municipal-forest-plan,official,小谷村森林整備計画 書,https://www.vill.otari.nagano.jp/material/files/group/15/otari_sinrinkeikaku.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,223.37中部山岳国立公園千国字上原22-ニ・ホ23.7312.2110.600.92千国字キワダ草連16-ロ17-イ27.09262.838.07中部山岳国立公園中小谷字北野35-ト23.057.5315.310.21南小谷県有林中土字カンバ平194-イ・ロ・ハ・ニ198-イ・ロ199-イ・ロ・ハ272.3917.00216.5126.0812.80妙高戸隠連山国立公園小谷村では、平成27年10月に中部山岳国立公園と妙高戸隠連山国立公園の2つの山岳地帯の峡谷型の地形を活用したサイクリングコース「小谷村ヒルクライムコース」の2コースが誕生しました。どちらのコー,2026-07-16
NGN-000175,林道カンバ平線,小谷村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/127842494,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000176,キッカケ沢林道,茅野市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142211371,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000177,キツネコース,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/503280492,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000178,クマ沢林道,阿智村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/122736652,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000179,クラシシ林道,上松町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/779259483,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面 | access,,2026-07-16
NGN-000180,クロブチ林道,大桑村,national-forest-plan,official,木曽谷国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-1.pdf,国有林計画の路線名完全一致・計画区域で一意,exact-plan-area,はい,行政計画 | 整備種別 | 整備延長,クロブチ / 資料ページ 13,2026-07-16
NGN-000180,クロブチ林道,大桑村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/775835052,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面 | tracktype | access,,2026-07-16
NGN-000181,コウロ林道,木祖村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/150696785,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000182,コガヤ沢林道,箕輪町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/146544273,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000183,シラハリ林道,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142438134,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000184,スノ沢林道,木祖村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/124961685,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000185,タヌキコース,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/163523384,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000186,タルガ沢林道,南木曽町,national-forest-plan,official,木曽谷国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-1.pdf,国有林計画の路線名完全一致・計画区域で一意,exact-plan-area,はい,行政計画 | 整備種別 | 整備延長,タルガ沢 / 資料ページ 14,2026-07-16
NGN-000186,タルガ沢林道,南木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/122737131,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000187,タルノ沢林道,木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1208735618,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000188,林道トキノス線,上田市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/158611784,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000189,ナメリ沢林道,南木曽町,national-forest-plan,official,木曽谷国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-1.pdf,国有林計画の路線名完全一致・計画区域で一意,exact-plan-area,はい,行政計画 | 整備種別 | 整備延長,ナメリ沢 / 資料ページ 14,2026-07-16
NGN-000189,ナメリ沢林道,南木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/122736242,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000190,林道ハレ橋線,,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/142434089,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000191,フカ沢林道,木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/1208923797,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000192,ベロ沢林道,上松町,national-forest-plan,official,木曽谷国有林の地域別の森林計画書（第六次）,https://www.rinya.maff.go.jp/chubu/policy/business/sinrinkeikaku/attach/pdf/sinrinkeikaku21-1.pdf,国有林計画の路線名完全一致・計画区域で一意,exact-plan-area,はい,行政計画 | 整備種別 | 整備延長,ベロ沢 / 資料ページ 13,2026-07-16
NGN-000192,ベロ沢林道,上松町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112927242,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000193,ホツタル沢林道,王滝村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112764332,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000193,ホツタル沢林道,王滝村,public-catalog,public-web,林道探索の書「ホツタル沢林道」,https://rindo-ktansaku.sakura.ne.jp/nagano-top/n-018/n-018.htm,掲載林道一覧の林道名・市町村完全一致,exact-municipality,はい,実走記録 | 路面 | 路線特性,F ○ ホツタル沢林道 ピストン 荒れ 薮に飲まれて自然回帰、もはや完全なる人外境と化したピストンダート,2026-07-16
